L_ListingID,L_Address,L_City,beds,baths,price,L_Remarks,remarks_cleaned
100187,287 Example St,Los Angeles,5,4,750000,"Beautiful townhouse with stainless steel appliances.
    Located walking distance to parks.
    Property is needs TLC and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful townhouse with stainless steel appliances. Located walking distance to parks. Property is needs TLC and includes private backyard. Priced to sell with strong investment potential.
100188,288 Example St,San Francisco,4,2,750000,"Beautiful townhouse with vaulted ceilings.
    Located near public transportation.
    Property is fully renovated and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful townhouse with vaulted ceilings. Located near public transportation. Property is fully renovated and includes two-car garage. Priced to sell with strong investment potential.
100189,289 Example St,San Francisco,3,3,750000,"Beautiful investment property with open floor plan.
    Located close to schools.
    Property is needs TLC and includes large lot.
    Priced to sell with strong investment potential.",Beautiful investment property with open floor plan. Located close to schools. Property is needs TLC and includes large lot. Priced to sell with strong investment potential.
100190,290 Example St,San Francisco,3,2,950000,"Beautiful duplex with granite countertops.
    Located gated community.
    Property is newly remodeled and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful duplex with granite countertops. Located gated community. Property is newly remodeled and includes low home owners association fees. Priced to sell with strong investment potential.
100191,291 Example St,San Diego,1,2,450000,"Beautiful single family home with granite countertops.
    Located gated community.
    Property is recently upgraded and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful single family home with granite countertops. Located gated community. Property is recently upgraded and includes two-car garage. Priced to sell with strong investment potential.
100192,292 Example St,San Jose,4,4,450000,"Beautiful condo with walk-in closet.
    Located near public transportation.
    Property is fully renovated and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful condominium with walk-in closet. Located near public transportation. Property is fully renovated and includes corner lot. Priced to sell with strong investment potential.
100193,293 Example St,San Jose,2,2,550000,"Beautiful duplex with solar panels.
    Located minutes from shopping.
    Property is newly remodeled and includes large lot.
    Priced to sell with strong investment potential.",Beautiful duplex with solar panels. Located minutes from shopping. Property is newly remodeled and includes large lot. Priced to sell with strong investment potential.
100194,294 Example St,San Diego,4,3,550000,"Beautiful townhouse with walk-in closet.
    Located minutes from shopping.
    Property is fixer upper and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful townhouse with walk-in closet. Located minutes from shopping. Property is fixer upper and includes low home owners association fees. Priced to sell with strong investment potential.
100195,295 Example St,San Jose,3,4,450000,"Beautiful single family home with granite countertops.
    Located minutes from shopping.
    Property is newly remodeled and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful single family home with granite countertops. Located minutes from shopping. Property is newly remodeled and includes low home owners association fees. Priced to sell with strong investment potential.
100196,296 Example St,Los Angeles,5,1,450000,"Beautiful condo with vaulted ceilings.
    Located quiet neighborhood.
    Property is needs TLC and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful condominium with vaulted ceilings. Located quiet neighborhood. Property is needs TLC and includes private backyard. Priced to sell with strong investment potential.
100197,297 Example St,San Diego,3,1,750000,"Beautiful single family home with stainless steel appliances.
    Located minutes from shopping.
    Property is fully renovated and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful single family home with stainless steel appliances. Located minutes from shopping. Property is fully renovated and includes low home owners association fees. Priced to sell with strong investment potential.
100198,298 Example St,San Jose,4,3,850000,"Beautiful duplex with hardwood floors.
    Located near downtown.
    Property is move-in ready and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful duplex with hardwood floors. Located near downtown. Property is move-in ready and includes private backyard. Priced to sell with strong investment potential.
100199,299 Example St,Los Angeles,3,1,950000,"Beautiful condo with granite countertops.
    Located near downtown.
    Property is recently upgraded and includes large lot.
    Priced to sell with strong investment potential.",Beautiful condominium with granite countertops. Located near downtown. Property is recently upgraded and includes large lot. Priced to sell with strong investment potential.
100200,300 Example St,San Diego,3,3,550000,"Beautiful condo with open floor plan.
    Located near downtown.
    Property is fixer upper and includes large lot.
    Priced to sell with strong investment potential.",Beautiful condominium with open floor plan. Located near downtown. Property is fixer upper and includes large lot. Priced to sell with strong investment potential.
100201,301 Example St,Los Angeles,4,3,850000,"Beautiful duplex with hardwood floors.
    Located near downtown.
    Property is fixer upper and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful duplex with hardwood floors. Located near downtown. Property is fixer upper and includes low home owners association fees. Priced to sell with strong investment potential.
100202,302 Example St,San Francisco,5,4,450000,"Beautiful condo with vaulted ceilings.
    Located minutes from shopping.
    Property is fixer upper and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful condominium with vaulted ceilings. Located minutes from shopping. Property is fixer upper and includes no HOA. Priced to sell with strong investment potential.
100203,303 Example St,San Francisco,4,4,650000,"Beautiful single family home with vaulted ceilings.
    Located gated community.
    Property is fully renovated and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful single family home with vaulted ceilings. Located gated community. Property is fully renovated and includes private backyard. Priced to sell with strong investment potential.
100204,304 Example St,Los Angeles,3,2,950000,"Beautiful single family home with vaulted ceilings.
    Located quiet neighborhood.
    Property is recently upgraded and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful single family home with vaulted ceilings. Located quiet neighborhood. Property is recently upgraded and includes no HOA. Priced to sell with strong investment potential.
100205,305 Example St,San Jose,4,4,450000,"Beautiful duplex with smart home system.
    Located quiet neighborhood.
    Property is needs TLC and includes large lot.
    Priced to sell with strong investment potential.",Beautiful duplex with smart home system. Located quiet neighborhood. Property is needs TLC and includes large lot. Priced to sell with strong investment potential.
100206,306 Example St,San Diego,1,1,850000,"Beautiful investment property with hardwood floors.
    Located quiet neighborhood.
    Property is recently upgraded and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful investment property with hardwood floors. Located quiet neighborhood. Property is recently upgraded and includes private backyard. Priced to sell with strong investment potential.
100207,307 Example St,San Diego,4,3,550000,"Beautiful townhouse with smart home system.
    Located near downtown.
    Property is recently upgraded and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful townhouse with smart home system. Located near downtown. Property is recently upgraded and includes no HOA. Priced to sell with strong investment potential.
100208,308 Example St,San Jose,5,1,450000,"Beautiful single family home with vaulted ceilings.
    Located minutes from shopping.
    Property is fixer upper and includes community pool.
    Priced to sell with strong investment potential.",Beautiful single family home with vaulted ceilings. Located minutes from shopping. Property is fixer upper and includes community pool. Priced to sell with strong investment potential.
100209,309 Example St,San Jose,2,4,950000,"Beautiful townhouse with hardwood floors.
    Located near public transportation.
    Property is fully renovated and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful townhouse with hardwood floors. Located near public transportation. Property is fully renovated and includes private backyard. Priced to sell with strong investment potential.
100210,310 Example St,San Jose,4,2,650000,"Beautiful duplex with solar panels.
    Located close to schools.
    Property is needs TLC and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful duplex with solar panels. Located close to schools. Property is needs TLC and includes private backyard. Priced to sell with strong investment potential.
100211,311 Example St,San Francisco,2,3,950000,"Beautiful condo with hardwood floors.
    Located minutes from shopping.
    Property is fixer upper and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful condominium with hardwood floors. Located minutes from shopping. Property is fixer upper and includes low home owners association fees. Priced to sell with strong investment potential.
100212,312 Example St,Los Angeles,3,1,850000,"Beautiful duplex with smart home system.
    Located gated community.
    Property is fully renovated and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful duplex with smart home system. Located gated community. Property is fully renovated and includes two-car garage. Priced to sell with strong investment potential.
100213,313 Example St,San Jose,3,3,550000,"Beautiful single family home with smart home system.
    Located near public transportation.
    Property is fully renovated and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful single family home with smart home system. Located near public transportation. Property is fully renovated and includes no HOA. Priced to sell with strong investment potential.
100214,314 Example St,San Jose,5,1,350000,"Beautiful townhouse with vaulted ceilings.
    Located near downtown.
    Property is needs TLC and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful townhouse with vaulted ceilings. Located near downtown. Property is needs TLC and includes private backyard. Priced to sell with strong investment potential.
100215,315 Example St,San Jose,1,1,950000,"Beautiful investment property with stainless steel appliances.
    Located gated community.
    Property is fixer upper and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful investment property with stainless steel appliances. Located gated community. Property is fixer upper and includes low home owners association fees. Priced to sell with strong investment potential.
100216,316 Example St,Los Angeles,3,2,650000,"Beautiful duplex with stainless steel appliances.
    Located gated community.
    Property is move-in ready and includes large lot.
    Priced to sell with strong investment potential.",Beautiful duplex with stainless steel appliances. Located gated community. Property is move-in ready and includes large lot. Priced to sell with strong investment potential.
100217,317 Example St,San Diego,4,4,850000,"Beautiful duplex with stainless steel appliances.
    Located gated community.
    Property is newly remodeled and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful duplex with stainless steel appliances. Located gated community. Property is newly remodeled and includes private backyard. Priced to sell with strong investment potential.
100218,318 Example St,San Jose,3,2,850000,"Beautiful townhouse with stainless steel appliances.
    Located near public transportation.
    Property is newly remodeled and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful townhouse with stainless steel appliances. Located near public transportation. Property is newly remodeled and includes corner lot. Priced to sell with strong investment potential.
100219,319 Example St,San Diego,2,4,650000,"Beautiful townhouse with hardwood floors.
    Located minutes from shopping.
    Property is recently upgraded and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful townhouse with hardwood floors. Located minutes from shopping. Property is recently upgraded and includes two-car garage. Priced to sell with strong investment potential.
100220,320 Example St,Los Angeles,1,2,450000,"Beautiful single family home with solar panels.
    Located near public transportation.
    Property is move-in ready and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful single family home with solar panels. Located near public transportation. Property is move-in ready and includes two-car garage. Priced to sell with strong investment potential.
100221,321 Example St,San Diego,2,1,750000,"Beautiful single family home with vaulted ceilings.
    Located near downtown.
    Property is fixer upper and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful single family home with vaulted ceilings. Located near downtown. Property is fixer upper and includes corner lot. Priced to sell with strong investment potential.
100222,322 Example St,San Diego,3,3,450000,"Beautiful duplex with smart home system.
    Located gated community.
    Property is needs TLC and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful duplex with smart home system. Located gated community. Property is needs TLC and includes no HOA. Priced to sell with strong investment potential.
100223,323 Example St,San Diego,4,3,950000,"Beautiful condo with hardwood floors.
    Located near downtown.
    Property is needs TLC and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful condominium with hardwood floors. Located near downtown. Property is needs TLC and includes two-car garage. Priced to sell with strong investment potential.
100224,324 Example St,Los Angeles,3,1,750000,"Beautiful condo with vaulted ceilings.
    Located close to schools.
    Property is newly remodeled and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful condominium with vaulted ceilings. Located close to schools. Property is newly remodeled and includes private backyard. Priced to sell with strong investment potential.
100225,325 Example St,San Francisco,5,3,950000,"Beautiful condo with solar panels.
    Located walking distance to parks.
    Property is recently upgraded and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful condominium with solar panels. Located walking distance to parks. Property is recently upgraded and includes no HOA. Priced to sell with strong investment potential.
100226,326 Example St,San Diego,2,1,750000,"Beautiful single family home with smart home system.
    Located minutes from shopping.
    Property is fully renovated and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful single family home with smart home system. Located minutes from shopping. Property is fully renovated and includes two-car garage. Priced to sell with strong investment potential.
100227,327 Example St,San Diego,1,4,350000,"Beautiful investment property with open floor plan.
    Located near downtown.
    Property is recently upgraded and includes large lot.
    Priced to sell with strong investment potential.",Beautiful investment property with open floor plan. Located near downtown. Property is recently upgraded and includes large lot. Priced to sell with strong investment potential.
100228,328 Example St,Los Angeles,4,1,750000,"Beautiful investment property with open floor plan.
    Located close to schools.
    Property is fully renovated and includes large lot.
    Priced to sell with strong investment potential.",Beautiful investment property with open floor plan. Located close to schools. Property is fully renovated and includes large lot. Priced to sell with strong investment potential.
100229,329 Example St,San Jose,2,4,550000,"Beautiful investment property with stainless steel appliances.
    Located minutes from shopping.
    Property is recently upgraded and includes community pool.
    Priced to sell with strong investment potential.",Beautiful investment property with stainless steel appliances. Located minutes from shopping. Property is recently upgraded and includes community pool. Priced to sell with strong investment potential.
100230,330 Example St,San Francisco,2,3,750000,"Beautiful single family home with vaulted ceilings.
    Located walking distance to parks.
    Property is fixer upper and includes large lot.
    Priced to sell with strong investment potential.",Beautiful single family home with vaulted ceilings. Located walking distance to parks. Property is fixer upper and includes large lot. Priced to sell with strong investment potential.
100231,331 Example St,Los Angeles,2,2,350000,"Beautiful condo with smart home system.
    Located walking distance to parks.
    Property is needs TLC and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful condominium with smart home system. Located walking distance to parks. Property is needs TLC and includes two-car garage. Priced to sell with strong investment potential.
100232,332 Example St,San Francisco,2,4,450000,"Beautiful single family home with vaulted ceilings.
    Located near public transportation.
    Property is newly remodeled and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful single family home with vaulted ceilings. Located near public transportation. Property is newly remodeled and includes two-car garage. Priced to sell with strong investment potential.
100233,333 Example St,San Francisco,1,4,850000,"Beautiful investment property with open floor plan.
    Located gated community.
    Property is needs TLC and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful investment property with open floor plan. Located gated community. Property is needs TLC and includes no HOA. Priced to sell with strong investment potential.
100234,334 Example St,San Francisco,1,4,850000,"Beautiful condo with hardwood floors.
    Located minutes from shopping.
    Property is move-in ready and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful condominium with hardwood floors. Located minutes from shopping. Property is move-in ready and includes corner lot. Priced to sell with strong investment potential.
100235,335 Example St,Los Angeles,4,1,950000,"Beautiful investment property with vaulted ceilings.
    Located minutes from shopping.
    Property is newly remodeled and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful investment property with vaulted ceilings. Located minutes from shopping. Property is newly remodeled and includes corner lot. Priced to sell with strong investment potential.
100236,336 Example St,San Diego,3,1,750000,"Beautiful duplex with walk-in closet.
    Located near downtown.
    Property is fully renovated and includes large lot.
    Priced to sell with strong investment potential.",Beautiful duplex with walk-in closet. Located near downtown. Property is fully renovated and includes large lot. Priced to sell with strong investment potential.
100237,337 Example St,San Diego,5,3,850000,"Beautiful single family home with walk-in closet.
    Located close to schools.
    Property is newly remodeled and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful single family home with walk-in closet. Located close to schools. Property is newly remodeled and includes corner lot. Priced to sell with strong investment potential.
100238,338 Example St,Los Angeles,2,1,950000,"Beautiful investment property with granite countertops.
    Located near downtown.
    Property is fully renovated and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful investment property with granite countertops. Located near downtown. Property is fully renovated and includes two-car garage. Priced to sell with strong investment potential.
100239,339 Example St,San Diego,4,3,350000,"Beautiful single family home with walk-in closet.
    Located minutes from shopping.
    Property is needs TLC and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful single family home with walk-in closet. Located minutes from shopping. Property is needs TLC and includes corner lot. Priced to sell with strong investment potential.
100240,340 Example St,Los Angeles,5,1,450000,"Beautiful duplex with vaulted ceilings.
    Located minutes from shopping.
    Property is move-in ready and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful duplex with vaulted ceilings. Located minutes from shopping. Property is move-in ready and includes two-car garage. Priced to sell with strong investment potential.
100241,341 Example St,Los Angeles,3,1,350000,"Beautiful single family home with hardwood floors.
    Located minutes from shopping.
    Property is move-in ready and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful single family home with hardwood floors. Located minutes from shopping. Property is move-in ready and includes low home owners association fees. Priced to sell with strong investment potential.
100242,342 Example St,San Diego,2,3,550000,"Beautiful duplex with granite countertops.
    Located close to schools.
    Property is recently upgraded and includes large lot.
    Priced to sell with strong investment potential.",Beautiful duplex with granite countertops. Located close to schools. Property is recently upgraded and includes large lot. Priced to sell with strong investment potential.
100243,343 Example St,San Jose,2,2,450000,"Beautiful condo with hardwood floors.
    Located near public transportation.
    Property is fully renovated and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful condominium with hardwood floors. Located near public transportation. Property is fully renovated and includes private backyard. Priced to sell with strong investment potential.
100244,344 Example St,San Diego,1,1,450000,"Beautiful duplex with solar panels.
    Located near downtown.
    Property is fixer upper and includes community pool.
    Priced to sell with strong investment potential.",Beautiful duplex with solar panels. Located near downtown. Property is fixer upper and includes community pool. Priced to sell with strong investment potential.
100245,345 Example St,San Diego,1,4,750000,"Beautiful townhouse with walk-in closet.
    Located gated community.
    Property is move-in ready and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful townhouse with walk-in closet. Located gated community. Property is move-in ready and includes private backyard. Priced to sell with strong investment potential.
100246,346 Example St,Los Angeles,3,1,750000,"Beautiful condo with granite countertops.
    Located near downtown.
    Property is fixer upper and includes large lot.
    Priced to sell with strong investment potential.",Beautiful condominium with granite countertops. Located near downtown. Property is fixer upper and includes large lot. Priced to sell with strong investment potential.
100247,347 Example St,San Jose,2,3,650000,"Beautiful investment property with granite countertops.
    Located gated community.
    Property is fixer upper and includes large lot.
    Priced to sell with strong investment potential.",Beautiful investment property with granite countertops. Located gated community. Property is fixer upper and includes large lot. Priced to sell with strong investment potential.
100248,348 Example St,San Diego,4,2,350000,"Beautiful duplex with hardwood floors.
    Located minutes from shopping.
    Property is recently upgraded and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful duplex with hardwood floors. Located minutes from shopping. Property is recently upgraded and includes corner lot. Priced to sell with strong investment potential.
100249,349 Example St,Los Angeles,3,2,950000,"Beautiful single family home with stainless steel appliances.
    Located minutes from shopping.
    Property is needs TLC and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful single family home with stainless steel appliances. Located minutes from shopping. Property is needs TLC and includes two-car garage. Priced to sell with strong investment potential.
100250,350 Example St,Los Angeles,1,4,850000,"Beautiful single family home with smart home system.
    Located near public transportation.
    Property is fully renovated and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful single family home with smart home system. Located near public transportation. Property is fully renovated and includes low home owners association fees. Priced to sell with strong investment potential.
100251,351 Example St,San Diego,4,4,750000,"Beautiful investment property with walk-in closet.
    Located gated community.
    Property is recently upgraded and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful investment property with walk-in closet. Located gated community. Property is recently upgraded and includes corner lot. Priced to sell with strong investment potential.
100252,352 Example St,Los Angeles,2,3,950000,"Beautiful investment property with walk-in closet.
    Located near downtown.
    Property is recently upgraded and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful investment property with walk-in closet. Located near downtown. Property is recently upgraded and includes low home owners association fees. Priced to sell with strong investment potential.
100253,353 Example St,San Jose,3,3,350000,"Beautiful investment property with walk-in closet.
    Located near downtown.
    Property is move-in ready and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful investment property with walk-in closet. Located near downtown. Property is move-in ready and includes private backyard. Priced to sell with strong investment potential.
100254,354 Example St,San Diego,2,2,650000,"Beautiful townhouse with stainless steel appliances.
    Located near public transportation.
    Property is needs TLC and includes community pool.
    Priced to sell with strong investment potential.",Beautiful townhouse with stainless steel appliances. Located near public transportation. Property is needs TLC and includes community pool. Priced to sell with strong investment potential.
100255,355 Example St,Los Angeles,4,3,550000,"Beautiful single family home with solar panels.
    Located close to schools.
    Property is recently upgraded and includes community pool.
    Priced to sell with strong investment potential.",Beautiful single family home with solar panels. Located close to schools. Property is recently upgraded and includes community pool. Priced to sell with strong investment potential.
100256,356 Example St,Los Angeles,5,1,750000,"Beautiful townhouse with vaulted ceilings.
    Located near public transportation.
    Property is newly remodeled and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful townhouse with vaulted ceilings. Located near public transportation. Property is newly remodeled and includes no HOA. Priced to sell with strong investment potential.
100257,357 Example St,San Jose,5,1,550000,"Beautiful single family home with hardwood floors.
    Located walking distance to parks.
    Property is fixer upper and includes large lot.
    Priced to sell with strong investment potential.",Beautiful single family home with hardwood floors. Located walking distance to parks. Property is fixer upper and includes large lot. Priced to sell with strong investment potential.
100258,358 Example St,San Francisco,4,2,450000,"Beautiful investment property with granite countertops.
    Located gated community.
    Property is needs TLC and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful investment property with granite countertops. Located gated community. Property is needs TLC and includes two-car garage. Priced to sell with strong investment potential.
100259,359 Example St,San Diego,3,3,450000,"Beautiful investment property with hardwood floors.
    Located near public transportation.
    Property is needs TLC and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful investment property with hardwood floors. Located near public transportation. Property is needs TLC and includes corner lot. Priced to sell with strong investment potential.
100260,360 Example St,San Jose,4,4,850000,"Beautiful condo with hardwood floors.
    Located quiet neighborhood.
    Property is fixer upper and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful condominium with hardwood floors. Located quiet neighborhood. Property is fixer upper and includes private backyard. Priced to sell with strong investment potential.
100261,361 Example St,Los Angeles,3,4,450000,"Beautiful single family home with walk-in closet.
    Located walking distance to parks.
    Property is newly remodeled and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful single family home with walk-in closet. Located walking distance to parks. Property is newly remodeled and includes low home owners association fees. Priced to sell with strong investment potential.
100262,362 Example St,San Jose,4,4,850000,"Beautiful duplex with vaulted ceilings.
    Located walking distance to parks.
    Property is move-in ready and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful duplex with vaulted ceilings. Located walking distance to parks. Property is move-in ready and includes corner lot. Priced to sell with strong investment potential.
100263,363 Example St,San Francisco,1,1,350000,"Beautiful investment property with vaulted ceilings.
    Located minutes from shopping.
    Property is move-in ready and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful investment property with vaulted ceilings. Located minutes from shopping. Property is move-in ready and includes no HOA. Priced to sell with strong investment potential.
100264,364 Example St,San Jose,3,3,950000,"Beautiful single family home with smart home system.
    Located quiet neighborhood.
    Property is fixer upper and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful single family home with smart home system. Located quiet neighborhood. Property is fixer upper and includes two-car garage. Priced to sell with strong investment potential.
100265,365 Example St,Los Angeles,5,2,450000,"Beautiful townhouse with granite countertops.
    Located gated community.
    Property is recently upgraded and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful townhouse with granite countertops. Located gated community. Property is recently upgraded and includes private backyard. Priced to sell with strong investment potential.
100266,366 Example St,San Jose,3,2,550000,"Beautiful single family home with walk-in closet.
    Located close to schools.
    Property is fully renovated and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful single family home with walk-in closet. Located close to schools. Property is fully renovated and includes two-car garage. Priced to sell with strong investment potential.
100267,367 Example St,San Diego,2,2,450000,"Beautiful condo with vaulted ceilings.
    Located close to schools.
    Property is fixer upper and includes community pool.
    Priced to sell with strong investment potential.",Beautiful condominium with vaulted ceilings. Located close to schools. Property is fixer upper and includes community pool. Priced to sell with strong investment potential.
100268,368 Example St,San Jose,3,4,650000,"Beautiful condo with vaulted ceilings.
    Located minutes from shopping.
    Property is needs TLC and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful condominium with vaulted ceilings. Located minutes from shopping. Property is needs TLC and includes no HOA. Priced to sell with strong investment potential.
100269,369 Example St,San Francisco,1,4,350000,"Beautiful townhouse with walk-in closet.
    Located quiet neighborhood.
    Property is needs TLC and includes large lot.
    Priced to sell with strong investment potential.",Beautiful townhouse with walk-in closet. Located quiet neighborhood. Property is needs TLC and includes large lot. Priced to sell with strong investment potential.
100270,370 Example St,San Diego,3,4,350000,"Beautiful townhouse with solar panels.
    Located close to schools.
    Property is recently upgraded and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful townhouse with solar panels. Located close to schools. Property is recently upgraded and includes two-car garage. Priced to sell with strong investment potential.
100271,371 Example St,Los Angeles,2,4,650000,"Beautiful single family home with smart home system.
    Located close to schools.
    Property is needs TLC and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful single family home with smart home system. Located close to schools. Property is needs TLC and includes corner lot. Priced to sell with strong investment potential.
100272,372 Example St,San Diego,4,4,650000,"Beautiful condo with vaulted ceilings.
    Located near public transportation.
    Property is newly remodeled and includes community pool.
    Priced to sell with strong investment potential.",Beautiful condominium with vaulted ceilings. Located near public transportation. Property is newly remodeled and includes community pool. Priced to sell with strong investment potential.
100273,373 Example St,San Francisco,1,1,350000,"Beautiful investment property with stainless steel appliances.
    Located near public transportation.
    Property is newly remodeled and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful investment property with stainless steel appliances. Located near public transportation. Property is newly remodeled and includes low home owners association fees. Priced to sell with strong investment potential.
100274,374 Example St,San Francisco,1,4,950000,"Beautiful duplex with vaulted ceilings.
    Located close to schools.
    Property is recently upgraded and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful duplex with vaulted ceilings. Located close to schools. Property is recently upgraded and includes corner lot. Priced to sell with strong investment potential.
100275,375 Example St,San Francisco,5,4,650000,"Beautiful condo with solar panels.
    Located minutes from shopping.
    Property is newly remodeled and includes large lot.
    Priced to sell with strong investment potential.",Beautiful condominium with solar panels. Located minutes from shopping. Property is newly remodeled and includes large lot. Priced to sell with strong investment potential.
100276,376 Example St,San Diego,3,1,450000,"Beautiful single family home with hardwood floors.
    Located near public transportation.
    Property is fixer upper and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful single family home with hardwood floors. Located near public transportation. Property is fixer upper and includes corner lot. Priced to sell with strong investment potential.
100277,377 Example St,San Diego,2,4,350000,"Beautiful investment property with granite countertops.
    Located quiet neighborhood.
    Property is newly remodeled and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful investment property with granite countertops. Located quiet neighborhood. Property is newly remodeled and includes low home owners association fees. Priced to sell with strong investment potential.
100278,378 Example St,San Diego,4,2,650000,"Beautiful investment property with stainless steel appliances.
    Located gated community.
    Property is fixer upper and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful investment property with stainless steel appliances. Located gated community. Property is fixer upper and includes two-car garage. Priced to sell with strong investment potential.
100279,379 Example St,San Francisco,2,4,450000,"Beautiful investment property with walk-in closet.
    Located close to schools.
    Property is newly remodeled and includes large lot.
    Priced to sell with strong investment potential.",Beautiful investment property with walk-in closet. Located close to schools. Property is newly remodeled and includes large lot. Priced to sell with strong investment potential.
100280,380 Example St,Los Angeles,3,3,450000,"Beautiful investment property with open floor plan.
    Located walking distance to parks.
    Property is newly remodeled and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful investment property with open floor plan. Located walking distance to parks. Property is newly remodeled and includes corner lot. Priced to sell with strong investment potential.
100281,381 Example St,Los Angeles,5,1,950000,"Beautiful condo with open floor plan.
    Located minutes from shopping.
    Property is move-in ready and includes large lot.
    Priced to sell with strong investment potential.",Beautiful condominium with open floor plan. Located minutes from shopping. Property is move-in ready and includes large lot. Priced to sell with strong investment potential.
100282,382 Example St,Los Angeles,4,1,950000,"Beautiful condo with walk-in closet.
    Located minutes from shopping.
    Property is recently upgraded and includes community pool.
    Priced to sell with strong investment potential.",Beautiful condominium with walk-in closet. Located minutes from shopping. Property is recently upgraded and includes community pool. Priced to sell with strong investment potential.
100283,383 Example St,San Francisco,3,1,550000,"Beautiful townhouse with smart home system.
    Located walking distance to parks.
    Property is newly remodeled and includes large lot.
    Priced to sell with strong investment potential.",Beautiful townhouse with smart home system. Located walking distance to parks. Property is newly remodeled and includes large lot. Priced to sell with strong investment potential.
100284,384 Example St,Los Angeles,2,1,450000,"Beautiful townhouse with solar panels.
    Located near downtown.
    Property is recently upgraded and includes community pool.
    Priced to sell with strong investment potential.",Beautiful townhouse with solar panels. Located near downtown. Property is recently upgraded and includes community pool. Priced to sell with strong investment potential.
100285,385 Example St,San Francisco,4,1,850000,"Beautiful duplex with solar panels.
    Located near downtown.
    Property is recently upgraded and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful duplex with solar panels. Located near downtown. Property is recently upgraded and includes no HOA. Priced to sell with strong investment potential.
